RPM,Vibration,Pressure,Humidity,Voltage,Current,Load,Operating_Hours,Machine_Mode,Maintenance_Level,Shift_Type,Temperature,Defective
3831,4.13,82.57,77.94,237.52,24.91,56.47,4047,Standard,Poor,Morning,71.72,1
4964,5.05,75.05,60.51,222.77,34.11,81.36,7999,High-Speed,Good,Morning,79.6,1
3393,7.42,60.74,43.97,220.09,27.24,48.94,5014,Standard,Poor,Evening,74.7,1
4618,0.25,72.14,80.72,248.24,32.91,52.13,6767,Standard,Good,Morning,60.13,1
4938,3.87,109.66,73.63,246.93,29.49,98.77,2363,Standard,Average,Morning,81.14,1
4623,5.53,39.63,88.85,228.29,38.29,48.28,9904,Eco,Average,Evening,69.04,1
4842,5.81,22.26,39.34,243.85,36.77,64.37,3915,High-Speed,Average,Evening,77.5,1
2706,5.57,106.17,43.54,228.09,29.04,14.91,677,Standard,Average,Evening,65.84,1
1560,1.16,77.71,42.71,226.98,35.55,85.8,522,High-Speed,Average,Morning,64.95,0
4245,2.47,109.07,77.55,216.27,44.31,68.34,2863,Standard,Average,Night,73.29,1
1699,2.93,79.69,41.21,227.06,24.45,46.36,1329,Standard,Good,Evening,50.98,0
3747,6.46,101.02,34.0,231.5,23.57,11.46,3276,Eco,Good,Morning,61.18,1
2519,2.3,62.97,89.91,210.9,39.39,63.25,9045,Standard,Average,Night,62.47,1
1080,1.76,94.99,31.49,227.76,31.21,11.14,787,High-Speed,Average,Night,53.75,1
4066,7.66,111.3,80.11,241.25,8.2,10.11,822,High-Speed,Good,Morning,80.25,1
2687,0.17,77.21,51.92,237.2,45.15,65.45,846,High-Speed,Average,Morning,65.03,1
4066,7.98,38.08,80.5,235.41,6.39,27.01,4437,Eco,Good,Evening,56.97,0
1466,5.45,46.88,63.28,246.38,38.68,27.27,2812,High-Speed,Good,Morning,60.38,0
4988,6.64,39.86,84.1,210.72,39.15,68.79,807,High-Speed,Poor,Night,88.89,1
1471,2.43,44.69,85.57,232.28,47.89,14.83,8726,Eco,Average,Morning,44.8,1
2769,0.21,50.64,30.55,241.49,7.44,38.21,583,High-Speed,Average,Night,60.86,1
4956,5.93,75.51,34.52,231.65,31.86,23.45,1633,Standard,Good,Evening,67.98,1
3922,6.69,78.8,45.02,222.96,24.25,62.22,269,Standard,Average,Evening,71.82,1
4700,5.95,62.65,70.16,215.45,19.88,69.56,1120,Standard,Good,Morning,66.69,1
1323,1.23,81.54,83.3,245.5,9.06,74.9,7193,High-Speed,Average,Morning,61.43,0
3193,6.05,28.16,57.6,228.83,30.32,32.97,6566,Eco,Poor,Morning,62.67,1
3917,6.17,28.78,66.42,245.12,26.56,18.03,947,Standard,Poor,Morning,64.04,0
3393,5.3,37.18,41.31,233.43,9.7,17.08,8987,Standard,Average,Morning,58.86,1
2768,6.15,71.81,78.3,236.97,32.56,48.35,3446,Standard,Average,Night,70.17,1
2553,6.78,41.4,88.04,242.17,38.21,95.13,4113,Standard,Average,Morning,71.08,1
3096,4.95,48.33,46.12,236.37,39.53,29.6,8178,Eco,Average,Night,60.94,1
3061,0.8,60.03,59.69,225.92,45.74,33.11,131,Standard,Poor,Evening,61.29,1
3086,3.95,101.19,35.17,230.55,23.43,19.08,8468,High-Speed,Poor,Night,80.33,1
3678,0.71,21.39,63.55,242.12,47.89,64.5,7977,High-Speed,Good,Night,65.7,1
4943,3.32,84.94,60.17,224.95,43.94,71.19,6270,High-Speed,Average,Morning,86.83,1
4444,3.32,86.89,38.67,225.52,18.34,67.86,7930,Standard,Average,Night,73.37,1
2855,0.62,99.87,56.52,213.83,12.17,87.5,9794,Standard,Good,Evening,59.91,1
2076,2.86,113.28,50.05,246.58,24.59,53.78,2415,Standard,Good,Night,60.4,1
3566,0.98,22.01,61.31,213.64,23.09,22.1,165,Eco,Poor,Evening,51.77,1
1102,6.49,35.38,65.14,235.93,30.91,36.05,2028,High-Speed,Average,Evening,63.9,1
1438,7.59,108.62,30.51,226.53,31.25,69.62,5111,Eco,Good,Morning,58.25,1
855,0.67,65.85,75.66,226.22,38.75,65.18,7633,High-Speed,Good,Morning,54.61,0
1325,7.65,76.46,72.78,237.18,27.95,57.79,6325,Eco,Good,Evening,61.49,0
4923,4.23,86.3,51.98,212.68,9.72,71.47,5547,High-Speed,Average,Night,85.81,1
2925,2.47,87.91,33.18,233.75,43.62,67.37,684,Eco,Poor,Evening,59.08,1
4087,0.71,113.17,75.3,240.88,18.94,89.32,6570,Eco,Average,Morning,64.93,1
1164,4.05,119.69,87.31,243.13,48.71,62.74,6785,Standard,Good,Night,63.93,1
2446,6.38,92.02,44.41,216.82,10.3,80.07,5344,Standard,Average,Night,71.99,1
1718,5.69,48.72,49.41,245.9,48.12,32.38,8254,Standard,Poor,Morning,63.26,1
3597,0.5,107.98,41.03,236.25,9.1,71.04,8051,Standard,Good,Morning,60.69,1
2331,0.68,24.92,64.62,245.27,15.4,91.2,1848,Eco,Average,Morning,47.27,0
4145,3.28,43.11,39.29,229.41,7.1,44.72,7770,High-Speed,Poor,Night,77.69,1
2706,2.43,109.74,51.37,231.68,36.73,80.12,2304,Standard,Poor,Night,75.11,1
3886,1.94,45.62,71.82,246.76,43.26,75.23,1992,Standard,Average,Morning,59.89,1
2875,2.32,42.07,63.61,246.0,24.53,15.36,7118,Standard,Average,Morning,53.96,0
1513,6.45,33.81,53.19,227.93,46.78,62.34,3193,Standard,Average,Night,62.94,1
1862,7.44,105.91,55.21,220.98,31.56,21.72,1073,Standard,Poor,Night,73.67,1
2776,3.3,70.01,63.73,225.73,33.35,97.06,4124,Eco,Poor,Night,66.06,1
2096,7.26,87.49,30.35,225.51,43.04,83.03,9734,Standard,Average,Evening,71.94,1
925,2.64,43.91,34.71,221.47,18.36,19.88,6715,Standard,Average,Morning,44.79,0
4396,3.86,95.8,82.88,220.74,20.94,20.96,4429,Standard,Poor,Evening,76.73,1
4083,1.89,96.0,34.67,244.44,45.77,63.5,6815,Standard,Average,Morning,65.46,1
2403,5.16,51.26,72.41,212.79,45.54,41.04,1577,Standard,Poor,Night,65.15,1
866,7.83,61.07,85.2,237.1,48.94,13.14,5789,Eco,Average,Morning,56.0,0
1032,4.87,40.97,46.24,216.91,45.58,58.75,9062,Standard,Poor,Night,64.44,1
2956,2.93,117.66,52.23,223.78,10.73,44.91,7429,Standard,Poor,Morning,67.08,1
1969,5.22,84.56,64.14,212.46,42.07,19.1,6544,Eco,Average,Night,61.61,1
2958,1.07,113.45,82.9,220.8,23.44,82.17,8597,Eco,Average,Morning,62.78,1
2293,7.12,50.34,86.51,240.74,49.59,92.36,101,Eco,Good,Evening,60.05,1
4807,4.07,98.19,74.37,245.4,26.25,78.09,8562,High-Speed,Poor,Evening,91.1,1
3272,3.65,96.59,35.2,218.86,29.92,84.02,6943,Standard,Poor,Morning,74.76,1
3460,4.73,89.17,70.15,228.54,28.84,29.48,9155,Eco,Average,Night,67.91,1
3539,5.04,116.56,54.62,228.81,19.48,33.72,6072,Eco,Good,Evening,63.49,0
2561,0.67,59.36,58.24,244.94,8.38,28.77,8003,Standard,Average,Evening,54.01,1
4314,5.49,33.07,32.95,240.51,45.3,78.86,5205,Standard,Average,Night,72.51,1
2775,2.01,87.17,41.46,230.52,41.12,95.31,7802,High-Speed,Average,Night,76.7,1
3162,5.74,92.93,77.43,236.83,11.28,74.52,3014,High-Speed,Poor,Evening,84.46,1
1676,6.6,77.51,57.24,243.89,39.95,89.33,5256,Standard,Good,Night,67.37,1
4612,6.45,40.68,48.1,210.38,33.16,67.48,8398,Eco,Average,Morning,72.22,1
4248,4.46,70.45,53.04,226.12,23.41,44.89,3268,High-Speed,Good,Morning,72.1,1
2112,4.21,51.22,81.26,246.29,16.43,48.32,2699,High-Speed,Average,Evening,67.03,1
2260,1.23,62.75,74.94,239.61,43.69,16.78,5816,Standard,Average,Morning,56.17,0
3509,6.23,84.52,46.34,231.71,36.51,12.83,2335,Standard,Poor,Evening,73.49,1
3124,2.24,94.52,37.05,231.19,29.65,72.59,2899,Standard,Average,Morning,62.32,1
2533,4.02,43.22,45.12,223.91,32.43,49.46,7113,Standard,Poor,Evening,62.48,0
2405,2.35,60.53,85.25,230.82,9.1,59.7,9803,Standard,Average,Night,65.59,1
3363,1.16,46.92,64.9,236.22,26.33,60.19,5573,High-Speed,Average,Evening,65.76,1
4221,5.07,39.86,62.01,226.73,13.72,34.96,118,Standard,Good,Night,62.45,0
4317,0.53,98.34,65.78,238.57,14.38,52.83,958,High-Speed,Average,Night,73.4,1
3197,6.01,110.93,51.96,244.45,34.76,52.37,9708,Eco,Average,Morning,72.23,1
4535,2.61,57.02,78.43,216.19,46.01,44.96,5480,Eco,Poor,Morning,65.11,1
3670,0.1,95.13,61.4,228.06,23.17,83.86,3132,Standard,Average,Morning,64.32,1
1960,4.14,109.7,37.0,226.32,14.35,50.6,4605,Eco,Poor,Night,64.4,1
1042,0.47,104.61,37.74,237.5,34.19,64.33,9718,Standard,Good,Morning,51.82,0
3390,2.28,38.28,62.21,219.99,44.2,90.6,5889,Standard,Good,Morning,58.13,1
1863,5.69,115.63,86.19,235.61,38.67,87.96,2631,High-Speed,Average,Night,84.12,1
3395,0.6,57.67,48.5,245.1,44.09,90.14,7571,High-Speed,Poor,Evening,76.47,1
1719,6.73,53.92,82.17,226.73,29.14,34.3,4819,Standard,Average,Morning,61.43,0
805,0.13,26.24,75.85,246.44,38.83,13.15,4963,Eco,Good,Morning,32.05,0
1267,2.05,68.62,44.87,249.73,11.3,33.5,4138,Standard,Average,Night,54.34,1
4970,5.95,30.9,32.18,214.24,20.67,35.08,2552,High-Speed,Poor,Night,81.28,1
803,2.6,44.85,36.11,219.32,22.53,91.84,2946,Standard,Good,Morning,44.99,0
1445,0.9,51.69,73.71,248.02,28.01,68.43,8164,Eco,Good,Evening,46.52,0
917,2.95,100.88,41.98,248.33,46.81,17.35,6722,Eco,Poor,Night,58.97,1
3728,2.24,107.55,52.28,213.91,44.34,22.18,8996,Standard,Good,Night,66.36,1
3351,6.76,50.25,60.1,210.6,11.05,24.01,9633,Eco,Average,Night,62.28,1
1646,2.58,105.87,73.53,216.44,12.78,66.74,3562,High-Speed,Average,Evening,65.74,1
3562,6.33,105.72,36.79,249.84,21.09,76.19,1259,High-Speed,Average,Night,84.59,1
1941,7.15,96.47,54.38,217.2,18.08,87.37,4726,Standard,Good,Morning,64.43,1
2610,3.53,34.67,59.1,230.1,32.66,94.66,7156,Standard,Average,Morning,60.79,1
1523,7.29,89.03,62.45,243.94,45.62,28.15,3822,Eco,Poor,Evening,66.61,1
1024,3.08,114.5,79.1,210.82,48.3,37.88,3660,High-Speed,Good,Evening,66.83,1
2848,7.72,88.25,40.3,234.18,34.41,31.63,6217,Standard,Poor,Night,79.77,1
2373,0.81,53.16,78.47,221.08,42.72,42.29,6689,Standard,Good,Morning,48.42,1
2628,5.53,70.06,71.57,244.49,28.63,92.32,6949,Standard,Average,Night,73.28,1
2717,4.0,84.57,63.35,221.34,14.37,61.76,2343,Standard,Poor,Morning,66.65,1
2826,3.16,71.06,71.97,237.47,28.61,76.44,8277,Standard,Poor,Evening,66.31,1
4544,5.1,32.0,54.72,236.97,29.98,54.11,1860,Standard,Good,Morning,61.37,1
1701,5.66,51.21,38.3,218.86,38.41,12.6,5542,Standard,Average,Evening,59.78,0
2839,0.13,100.24,69.95,211.39,14.89,15.78,7779,Standard,Average,Evening,57.54,1
809,1.42,106.14,61.48,226.37,21.57,58.41,2775,Standard,Average,Morning,55.84,0
1060,5.73,33.73,68.36,221.57,21.38,74.69,7224,Eco,Good,Morning,45.75,0
2473,5.36,115.24,50.28,242.36,48.17,29.38,5881,Standard,Average,Evening,71.26,1
3019,7.73,52.88,84.41,242.01,24.98,74.97,3336,Standard,Average,Night,72.88,1
2860,6.11,86.23,65.24,228.28,38.98,82.96,5998,Standard,Average,Morning,75.56,1
4513,7.61,95.18,35.12,234.26,38.79,47.07,8335,High-Speed,Good,Morning,82.19,1
2419,5.65,101.19,56.99,234.17,16.95,77.18,8780,Eco,Average,Morning,64.44,1
1120,2.45,114.57,75.38,243.09,30.73,46.36,4376,Eco,Average,Night,59.71,1
2142,0.93,51.29,77.65,227.0,45.24,71.05,4823,Eco,Good,Morning,44.42,0
3176,6.28,105.85,59.68,221.02,26.38,78.76,9248,Standard,Good,Morning,71.58,1
3632,5.19,33.17,83.68,220.6,47.53,99.27,5744,Standard,Poor,Night,75.74,1
3624,0.48,90.5,46.06,231.45,14.65,41.09,1215,Standard,Good,Evening,56.98,0
2794,2.94,94.2,54.64,227.97,8.34,46.99,1881,Eco,Average,Morning,58.83,1
3758,7.66,87.77,83.92,227.6,45.12,24.91,8942,Standard,Poor,Night,81.9,1
2838,4.05,45.23,83.78,213.65,43.15,28.37,1976,High-Speed,Average,Evening,69.13,1
4290,3.52,107.3,71.14,238.74,49.67,72.41,5463,High-Speed,Average,Evening,86.2,1
4477,3.72,36.89,81.54,218.55,35.57,92.53,8632,High-Speed,Good,Morning,73.86,1
1918,1.75,25.36,35.33,217.88,47.15,45.51,3475,High-Speed,Average,Night,63.49,1
2404,3.01,91.75,81.9,226.51,42.21,26.19,2850,High-Speed,Average,Morning,72.02,1
4827,3.02,67.55,49.24,219.11,43.0,35.66,9646,Eco,Average,Morning,62.95,1
1035,0.51,104.91,40.7,233.35,30.61,50.95,3376,Eco,Average,Morning,50.21,0
2769,6.16,58.34,44.36,224.86,22.21,36.16,548,Eco,Poor,Night,64.9,1
2708,3.39,36.83,55.08,227.96,47.06,31.02,5637,Standard,Poor,Evening,62.49,1
1175,6.6,103.64,45.07,231.49,24.45,76.24,4272,High-Speed,Average,Evening,74.75,1
4330,6.82,74.89,49.23,218.14,29.25,10.71,9089,Eco,Good,Morning,59.43,1
3435,1.77,38.92,38.1,216.23,25.08,58.53,3596,Standard,Average,Evening,58.57,1
2370,5.29,92.04,47.77,245.22,30.42,81.44,2282,Standard,Average,Night,71.12,1
3360,3.83,71.11,64.34,227.35,26.17,33.96,3426,High-Speed,Average,Morning,75.1,1
4191,7.05,80.43,56.51,226.48,7.16,64.3,8937,Standard,Average,Night,77.71,1
3765,1.8,66.09,50.8,211.42,44.69,70.2,819,High-Speed,Good,Morning,63.08,1
4443,5.45,102.87,74.79,229.92,25.0,68.95,1622,Standard,Good,Night,72.31,1
4650,4.9,102.96,83.61,232.17,31.5,50.13,6856,Standard,Average,Morning,80.42,1
1672,2.43,90.94,75.41,232.35,11.26,41.19,6727,Standard,Average,Evening,57.33,0
2052,1.18,30.54,49.92,238.28,5.15,85.23,1169,Standard,Average,Night,55.7,1
2114,5.25,103.89,74.67,217.1,16.04,78.26,5662,Eco,Average,Night,66.55,1
3698,5.93,87.1,39.12,220.09,36.71,38.91,7849,Standard,Average,Morning,69.81,1
877,2.59,89.7,37.82,242.43,9.46,19.27,4987,High-Speed,Good,Evening,58.68,0
3421,5.19,56.3,50.74,247.89,45.9,16.46,4774,Standard,Good,Morning,61.44,0
1400,3.22,107.93,78.46,215.44,14.68,18.48,2256,Standard,Average,Night,59.38,1
1865,5.73,92.54,44.78,229.91,14.21,62.46,8044,Standard,Good,Evening,63.48,0
2936,1.67,31.26,33.8,218.57,13.17,14.65,4239,Standard,Good,Morning,45.0,0
3249,7.13,60.78,37.9,212.4,5.63,40.32,5729,Eco,Good,Morning,57.42,1
3143,2.37,108.64,81.52,223.02,39.73,77.79,7187,Standard,Good,Night,71.61,1
2663,3.01,24.72,68.03,215.75,44.38,36.49,5178,Eco,Average,Evening,48.17,0
2118,0.56,116.14,45.19,238.4,32.64,78.7,6505,Eco,Average,Morning,56.26,0
4397,0.98,87.92,63.32,231.35,13.47,77.09,6971,High-Speed,Good,Morning,70.93,1
4562,4.18,83.14,61.65,215.75,17.84,32.12,732,Eco,Good,Morning,59.13,1
2990,2.21,47.06,69.33,210.37,26.42,75.59,2299,High-Speed,Good,Evening,60.49,1
1792,6.7,44.88,43.99,242.33,47.95,77.3,5453,Standard,Poor,Night,72.46,1
3512,0.22,114.21,81.86,217.05,16.13,45.77,3010,High-Speed,Average,Night,71.83,1
2992,3.09,49.83,48.56,234.25,37.92,28.94,722,Eco,Poor,Evening,54.27,1
2048,2.77,97.55,71.65,223.48,24.78,56.91,6173,Standard,Average,Night,64.42,1
3854,0.25,59.31,30.97,233.42,18.4,92.93,460,Standard,Poor,Evening,68.38,1
4833,1.08,33.93,52.36,222.63,25.52,67.57,6465,High-Speed,Poor,Morning,79.88,1
2797,3.37,21.07,51.1,213.48,8.2,25.56,8501,Standard,Poor,Night,61.38,1
4487,3.99,74.43,62.61,218.92,40.94,71.45,9222,Standard,Average,Morning,73.4,1
2951,3.29,117.58,34.36,217.52,15.95,48.45,4043,High-Speed,Average,Morning,74.22,1
4818,4.29,56.91,77.41,227.12,37.64,63.24,4969,Standard,Poor,Night,79.62,1
3910,4.8,55.72,43.07,236.33,8.08,76.07,8228,Eco,Average,Morning,66.23,1
2770,0.18,54.41,70.62,220.55,47.98,56.35,977,Standard,Poor,Night,59.3,1
997,3.77,72.05,78.19,210.48,13.69,83.26,4895,Standard,Good,Night,58.11,0
3426,7.71,64.07,63.71,230.76,44.72,74.99,7891,Standard,Average,Evening,73.38,1
2002,4.2,107.99,74.45,234.23,41.43,65.36,2623,Standard,Average,Morning,65.3,1
2835,5.45,70.55,69.71,248.51,48.55,23.57,6370,Eco,Good,Morning,55.41,0
1277,2.56,70.78,51.33,233.58,26.51,85.24,8683,Standard,Average,Morning,58.59,1
2054,6.21,33.84,78.53,228.85,37.73,94.23,6723,High-Speed,Good,Evening,68.62,1
1722,6.21,118.27,47.68,232.94,21.68,22.33,5188,Standard,Average,Night,68.68,1
1219,4.22,45.0,64.27,247.12,13.3,53.94,7664,Standard,Good,Evening,50.29,0
3004,7.81,27.34,74.72,243.14,24.94,33.3,7166,Eco,Average,Evening,57.87,1
3397,1.09,86.31,52.74,222.92,12.46,77.91,6645,Eco,Good,Evening,55.61,1
1920,0.23,79.54,48.17,219.49,49.19,74.95,2421,Eco,Good,Evening,48.38,0
3868,6.18,61.51,57.56,220.51,9.33,22.68,8249,Standard,Average,Night,73.24,1
1750,6.48,62.22,79.08,230.18,31.51,88.93,8225,Standard,Average,Morning,70.67,1
3136,1.05,98.51,85.8,239.76,33.19,26.29,8430,High-Speed,Average,Night,74.27,1
3043,2.2,39.57,62.71,230.13,29.21,81.75,8394,Eco,Poor,Evening,63.4,1
3445,0.24,102.03,69.69,212.71,34.8,51.13,5433,Standard,Average,Morning,63.39,1
2657,2.42,84.87,84.2,238.94,10.23,39.54,8775,Standard,Good,Morning,53.2,0
2665,6.21,61.9,35.91,242.24,29.98,24.24,7958,Standard,Average,Morning,65.39,1
3712,4.19,65.8,43.92,221.58,17.92,25.09,4419,High-Speed,Average,Evening,73.49,1
3653,2.85,45.66,72.53,236.57,47.31,69.57,5489,Eco,Good,Morning,54.45,1
4028,3.04,95.21,79.42,227.06,39.29,59.54,1948,Eco,Average,Night,67.97,1
4519,0.11,71.29,81.42,245.56,48.76,20.99,3305,Standard,Poor,Evening,67.82,1
4028,2.47,52.09,54.91,243.81,6.69,20.14,2261,Standard,Good,Night,55.47,0
3171,5.21,79.61,35.36,231.02,17.83,16.51,1564,Eco,Good,Morning,53.42,0
3691,7.8,119.57,56.27,237.66,13.79,76.94,743,Standard,Poor,Morning,81.2,1
4556,6.79,63.53,43.84,245.33,5.5,74.07,5451,Standard,Good,Morning,67.66,1
894,0.29,112.07,47.47,229.83,15.9,15.26,4653,Standard,Average,Morning,46.9,0
3474,7.2,54.5,76.34,222.53,35.54,60.42,6618,Eco,Average,Night,74.13,1
2755,6.29,25.47,34.53,240.15,15.4,17.62,5823,Standard,Poor,Morning,61.66,1
1593,6.26,40.42,79.65,218.8,27.91,91.34,8046,Standard,Average,Evening,66.69,1
2634,3.72,61.87,55.66,225.54,44.95,91.64,710,Standard,Average,Morning,61.37,1
2916,3.24,41.96,65.76,244.63,36.22,72.84,4402,High-Speed,Average,Evening,69.46,1
4906,2.49,20.02,35.38,238.98,22.76,93.36,1643,Eco,Good,Night,58.0,1
4125,0.62,111.5,50.24,226.15,21.76,83.03,1566,High-Speed,Poor,Evening,83.86,1
3719,1.9,104.39,35.38,218.59,25.51,84.57,9208,Standard,Good,Evening,64.74,1
3397,2.05,94.23,87.69,224.24,12.97,61.27,6336,High-Speed,Average,Morning,72.99,1
4005,3.92,36.78,78.44,221.36,33.53,37.55,1281,Standard,Good,Night,58.66,0
1614,6.0,32.04,57.58,217.04,21.39,29.6,2246,Standard,Average,Evening,54.91,1
1145,3.84,26.76,43.42,239.73,43.36,39.45,2372,High-Speed,Poor,Evening,60.44,1
3149,0.56,92.4,86.01,220.08,39.04,66.56,9143,High-Speed,Poor,Evening,74.81,1
1162,7.67,112.88,50.68,228.17,32.47,25.54,4636,Eco,Good,Night,59.42,1
3243,7.55,63.05,39.66,225.43,21.39,33.28,819,Eco,Good,Evening,58.85,1
3065,6.3,31.91,63.79,249.28,14.45,52.13,4780,Standard,Average,Evening,61.54,1
2988,7.93,71.24,86.63,225.64,39.93,30.97,3572,High-Speed,Average,Evening,77.97,1
3805,4.4,54.88,30.23,213.2,26.89,62.98,3742,Standard,Average,Morning,65.21,1
4081,7.71,57.48,44.29,213.59,15.11,93.09,163,Standard,Good,Evening,73.24,1
1784,0.7,82.13,86.31,233.63,13.78,77.33,659,Standard,Good,Evening,45.39,0
2439,2.99,91.87,40.27,233.97,12.44,69.98,7546,High-Speed,Good,Evening,67.87,1
1627,1.88,31.06,36.79,226.75,39.97,62.44,1833,Standard,Good,Evening,47.02,0
3530,1.65,23.56,64.21,227.27,15.3,53.92,8961,Standard,Good,Morning,50.34,0
4331,1.21,119.43,81.71,212.16,28.7,26.79,3994,High-Speed,Average,Night,78.65,1
3735,5.02,43.27,58.63,230.66,25.32,90.52,1642,Standard,Good,Night,65.85,1
4676,6.27,25.38,89.67,230.19,31.08,32.37,9563,Standard,Good,Night,67.99,1
926,4.67,38.99,70.75,215.98,44.47,18.22,2515,Standard,Good,Morning,49.19,0
3977,1.26,23.9,34.44,214.15,44.05,77.5,6190,Standard,Average,Evening,60.98,1
3856,6.51,59.18,89.57,214.94,25.3,25.81,5317,Standard,Poor,Night,77.83,1
1403,5.12,100.24,54.47,214.04,5.69,43.47,5487,Eco,Average,Evening,57.86,1
4249,3.17,54.12,47.24,234.39,24.19,12.55,5279,Standard,Average,Evening,64.04,1
4946,5.43,64.42,63.47,217.86,32.28,22.34,8287,Standard,Average,Night,73.85,1
4333,2.15,87.56,48.26,220.06,30.1,25.59,6743,Standard,Average,Evening,67.44,1
4167,2.83,70.89,35.19,216.94,34.31,14.9,7760,Standard,Average,Evening,64.77,1
4168,7.35,106.14,30.09,248.31,11.93,69.1,2558,Standard,Average,Morning,76.12,1
4597,2.39,106.6,56.98,244.18,34.09,85.33,9455,Standard,Average,Morning,77.75,1
2592,3.81,20.99,80.21,219.22,13.22,43.6,6128,Standard,Poor,Morning,55.24,0
3661,7.13,97.8,64.34,223.1,38.77,88.71,5547,Standard,Good,Night,79.93,1
4276,5.69,66.07,89.95,218.4,20.26,29.2,4659,Standard,Good,Evening,61.48,1
4217,0.59,118.88,47.21,229.68,36.95,39.29,2849,High-Speed,Poor,Evening,79.52,1
2445,1.26,68.32,46.83,210.78,7.15,23.57,2048,Standard,Good,Night,51.46,0
2005,0.16,118.69,39.58,236.85,23.35,65.85,6406,Standard,Good,Evening,52.95,1
3830,5.08,95.46,39.84,230.93,36.73,47.79,8351,Standard,Poor,Evening,78.49,1
3672,3.64,44.86,47.11,245.95,15.21,65.2,8192,Standard,Average,Morning,64.25,1
3872,1.16,73.84,77.57,216.58,40.79,78.55,8624,Standard,Average,Night,70.74,1
2654,7.67,119.21,84.35,242.16,33.39,59.11,289,Standard,Average,Morning,74.38,1
4821,4.28,105.75,88.51,241.68,31.44,66.49,6108,Standard,Good,Morning,72.44,1
3508,2.01,29.74,43.94,215.09,20.91,94.17,7582,Standard,Average,Morning,57.46,1
4302,4.05,90.64,82.88,225.94,26.71,36.92,395,Standard,Poor,Morning,73.33,1
2132,5.47,54.56,49.7,216.81,31.88,42.32,8468,Eco,Good,Morning,53.09,0
1001,0.7,20.7,36.77,220.19,26.26,74.59,8268,Standard,Average,Evening,45.96,0
4307,2.27,60.35,82.2,220.53,36.42,65.02,899,Eco,Good,Morning,54.87,1
1374,6.48,43.48,68.17,232.25,24.52,26.07,9097,High-Speed,Poor,Evening,73.89,1
1336,3.73,101.89,39.88,226.46,14.1,43.85,7103,High-Speed,Average,Morning,66.64,1
2425,4.42,53.73,55.79,247.91,14.63,52.11,8506,High-Speed,Average,Morning,69.08,1
2922,3.52,102.75,47.24,215.05,5.26,47.75,2800,High-Speed,Poor,Evening,77.82,1
1185,0.45,20.06,74.21,248.95,18.54,26.04,8888,Standard,Average,Night,45.72,0
4081,1.41,50.78,57.2,219.23,38.7,93.2,9647,High-Speed,Poor,Night,82.71,1
1274,3.62,44.12,89.36,240.91,40.74,78.61,9584,Eco,Average,Night,58.17,1
1217,1.75,43.36,33.28,223.56,14.11,53.32,5973,Eco,Average,Evening,45.93,0
4400,0.49,26.82,51.3,215.72,48.16,71.21,4814,High-Speed,Poor,Evening,75.3,1
1754,6.76,38.71,58.91,244.32,27.61,90.76,6591,Eco,Good,Evening,50.33,1
2005,7.85,75.55,60.19,222.35,46.26,22.26,8433,High-Speed,Poor,Evening,77.76,1
4920,6.37,49.14,48.96,236.35,36.8,32.53,2939,Standard,Average,Morning,70.17,1
2790,6.84,61.74,73.75,232.66,37.51,58.84,3613,High-Speed,Average,Evening,75.54,1
4372,2.01,57.69,82.48,228.87,8.83,81.91,1235,Eco,Average,Morning,58.52,1
4958,7.69,107.59,86.32,229.83,14.9,13.26,6457,Standard,Average,Evening,82.85,1
3513,1.66,110.53,78.31,239.29,5.4,98.56,2347,Eco,Poor,Evening,68.78,1
3003,7.62,69.3,81.03,213.51,37.23,50.94,6648,High-Speed,Good,Morning,74.5,1
3920,7.96,53.02,63.03,236.73,20.5,42.33,4616,Eco,Average,Morning,65.81,1
1766,5.72,30.68,79.55,245.83,40.4,36.35,4202,Standard,Poor,Morning,60.22,1
4232,7.85,115.34,48.21,212.31,20.25,25.69,1648,Eco,Average,Night,74.63,1
1488,4.6,26.02,53.91,215.63,41.87,81.24,6632,Eco,Good,Morning,49.75,0
4501,2.15,49.77,49.01,238.67,10.88,95.99,4611,Standard,Average,Morning,62.5,1
1141,3.55,49.81,58.04,227.49,12.8,47.23,2931,Eco,Poor,Night,55.65,1
2524,4.79,52.04,47.13,226.14,20.34,95.72,9298,Standard,Average,Evening,70.63,1
2592,0.68,36.43,87.7,215.48,23.38,84.14,3162,Eco,Average,Morning,52.21,0
2559,5.02,98.32,48.77,230.27,20.69,53.29,8075,Standard,Average,Morning,65.48,1
4012,7.85,32.25,35.88,215.06,39.36,70.66,3152,Standard,Good,Morning,65.11,1
1789,1.6,83.49,61.61,229.06,9.36,49.15,7310,Standard,Average,Morning,57.66,1
3062,6.36,32.38,33.43,240.54,20.8,60.29,3639,Standard,Average,Morning,62.25,1
3282,7.27,27.05,36.63,220.33,42.68,15.22,626,High-Speed,Good,Evening,64.51,1
1751,7.56,110.94,43.16,229.23,8.01,72.66,2907,Eco,Average,Night,67.18,1
1522,7.69,39.01,57.86,249.68,47.41,14.75,9487,Eco,Average,Evening,53.97,1
4189,4.22,102.13,56.0,237.47,49.38,83.54,1853,Standard,Average,Evening,76.23,1
2879,7.82,74.46,77.98,243.65,8.99,84.25,9964,Standard,Average,Morning,71.72,1
3517,6.08,27.79,74.37,226.59,18.11,31.34,6982,Standard,Average,Morning,64.71,1
